DATE,CPIAUCSL,HOUST,10yr tbill,sp total rtn,production
7/1/06,202.9,1737,4.99,1950.99,105.5199
8/1/06,203.8,1650,4.74,1997.42,106.3399
9/1/06,202.8,1720,4.64,2048.89,106.0946
10/1/06,201.9,1491,4.61,2115.65,106.1871
11/1/06,202,1570,4.46,2155.89,106.3991
12/1/06,203.1,1649,4.71,2186.13,107.3027
1/1/07,203.437,1409,4.83,2219.19,106.4597
2/1/07,204.226,1480,4.56,2175.78,107.6377
3/1/07,205.288,1495,4.65,2200.12,107.4791
4/1/07,205.904,1490,4.63,2297.57,108.3292
5/1/07,206.755,1415,4.9,2377.75,108.2071
6/1/07,207.234,1448,5.03,2338.25,108.4895
7/1/07,207.603,1354,4.78,2265.75,108.4489
8/1/07,207.667,1330,4.54,2299.71,108.4118
9/1/07,208.547,1183,4.59,2385.72,108.9731
10/1/07,209.19,1264,4.48,2423.67,107.953
11/1/07,210.834,1197,3.97,2322.34,108.2303
12/1/07,211.445,1037,4.04,2306.23,108.3858
1/1/08,212.174,1084,3.67,2167.9,108.2249
2/1/08,212.687,1103,3.53,2097.48,108.0314
3/1/08,213.448,1005,3.45,2088.42,107.3649
4/1/08,213.942,1013,3.77,2190.13,106.3334
5/1/08,215.208,973,4.06,2218.5,106.083
6/1/08,217.463,1046,3.99,2031.47,105.9436
7/1/08,219.016,923,3.99,2014.39,104.8264
8/1/08,218.69,844,3.83,2043.53,103.1941
9/1/08,218.877,820,3.85,1861.44,100.5135
10/1/08,216.995,777,4.01,1548.81,99.9707
11/1/08,213.153,652,2.93,1437.68,99.6992
12/1/08,211.398,560,2.25,1452.98,98.2593
1/1/09,211.933,490,2.87,1330.51,95.1777
2/1/09,212.705,582,3.02,1188.84,94.8346
3/1/09,212.495,505,2.71,1292.98,93.6803
4/1/09,212.709,478,3.16,1416.73,92.6942
5/1/09,213.022,540,3.47,1495.97,91.1698
6/1/09,214.79,585,3.53,1498.94,90.6181
7/1/09,214.726,594,3.52,1612.31,91.7257
8/1/09,215.445,586,3.4,1670.52,92.6906
9/1/09,215.861,585,3.31,1732.86,93.3332
10/1/09,216.509,534,3.41,1700.67,93.7716
11/1/09,217.234,588,3.21,1802.68,93.4115
12/1/09,217.347,581,3.85,1837.49,93.7361
1/1/10,217.488,614,3.63,1771.4,94.7718
2/1/10,217.281,604,3.61,1826.27,94.1889
3/1/10,217.353,636,3.84,1936.48,94.9928
4/1/10,217.403,687,3.69,1967.05,94.9387
5/1/10,217.29,583,3.31,1809.98,96.6613
6/1/10,217.199,536,2.97,1715.23,96.4738
7/1/10,217.605,546,2.94,1835.4,97.2305
8/1/10,217.923,599,2.47,1752.55,97.3144
9/1/10,218.275,594,2.53,1908.95,97.0724
10/1/10,219.035,543,2.63,1981.59,97.162
11/1/10,219.59,545,2.81,1981.84,96.6544
12/1/10,220.472,539,3.38,2114.29,97.4783
1/1/11,221.187,630,3.42,2164.3999,97.8794
2/1/11,221.898,517,3.59,2238.55,97.6864
3/1/11,223.046,600,3.47,2239.4399,97.7125
4/1/11,224.093,554,3.42,2305.76,97.4635
5/1/11,224.806,561,3.07,2279.6599,97.8798
6/1/11,224.806,608,3.18,2241.6599,97.7321
7/1/11,225.395,623,2.82,2196.0801,98.4794
8/1/11,226.106,585,2.23,2076.78,99.1538
9/1/11,226.597,650,1.92,1930.79,98.9435
10/1/11,226.75,610,2.17,2141.8101,99.6413
11/1/11,227.169,711,2.08,2137.0801,99.0497
12/1/11,227.223,694,1.89,2158.9399,99.3243
1/1/12,227.842,723,1.83,2255.6899,99.7937
2/1/12,228.329,704,1.98,2353.23,99.9492
3/1/12,228.807,695,2.23,2430.6699,99.1347
4/1/12,229.187,753,1.95,2415.4199,99.9574
5/1/12,228.713,708,1.59,2270.2495,100.3277
6/1/12,228.524,757,1.67,2363.7888,100.424
7/1/12,228.59,740,1.51,2396.6194,100.3207
8/1/12,229.918,754,1.57,2450.5981,100.0607
9/1/12,231.015,847,1.65,2513.9258,99.8603
10/1/12,231.638,915,1.72,2467.5078,99.5674
11/1/12,231.249,833,1.62,2481.82,100.2257
12/1/12,231.221,976,1.78,2504.44,100.3785
1/1/13,231.679,888,2.02,2634.16,99.7742
2/1/13,232.937,970,1.89,2669.92,100.4258
3/1/13,232.282,999,1.87,2770.05,100.7783
4/1/13,231.797,826,1.7,2823.42,100.382
5/1/13,231.893,920,2.16,2889.46,100.0336
6/1/13,232.445,852,2.52,2850.66,100.2822
7/1/13,232.9,891,2.6,2995.72,98.8311
8/1/13,233.456,898,2.78,2908.96,99.7759
9/1/13,233.544,860,2.64,3000.18,100.2322
10/1/13,233.669,921,2.57,3138.09,100.2711
11/1/13,234.1,1104,2.75,3233.72,100.0077
12/1/13,234.719,1010,3.04,3315.59,100.3628
1/1/14,235.347,902,2.67,3200.95,99.1885
2/1/14,235.522,948,2.66,3347.38,100.4705
3/1/14,235.956,973,2.73,3375.51,101.1997
4/1/14,236.463,1038,2.67,3400.46,100.9834
5/1/14,236.867,987,2.48,3480.29,101.0554
6/1/14,237.188,928,2.53,3552.18,101.0594
7/1/14,237.485,1085,2.58,3503.19,101.1962
8/1/14,237.439,984,2.35,3643.33,100.767
9/1/14,237.452,999,2.52,3592.25,100.9516
10/1/14,237.447,1094,2.35,3679.99,101.1222
11/1/14,237.042,994,2.18,3778.96,102.6643
12/1/14,236.27,1081,2.17,3769.44,102.0306
1/1/15,234.836,1101,1.68,3656.28,101.6403
2/1/15,235.274,887,2.03,3866.42,101.2623
3/1/15,235.956,974,1.94,3805.27,101.5847
4/1/15,236.165,1200,2.05,3841.78,100.828
5/1/15,236.952,1066,2.12,3891.18,100.6603
6/1/15,237.618,1201,2.35,3815.85,100.591
7/1/15,237.993,1140,2.2,3895.8,101.57
8/1/15,237.989,1134,2.21,3660.75,101.7359
9/1/15,237.467,1209,2.06,3570.17,101.1684
10/1/15,237.764,1059,2.16,3871.33,100.8881
11/1/15,238.072,1176,2.21,3882.84,100.3435
12/1/15,237.827,1138,2.27,3821.6,99.7114
1/1/16,237.99,1123,1.94,3631.96,100.5256
2/1/16,237.532,1209,1.74,3627.06,100.4198
3/1/16,238.022,1128,1.78,3873.11,99.4922
4/1/16,238.843,1164,1.83,3888.13,100.3465
5/1/16,239.439,1119,1.84,3957.95,100.0776
6/1/16,240.074,1190,1.49,3968.21,100.6238
7/1/16,240.058,1223,1.46,4114.51,100.5235
8/1/16,240.569,1164,1.58,4120.29,100.5682
9/1/16,241.017,1062,1.6,4121.06,100.4504
10/1/16,241.667,1328,1.84,4045.89,100.4516
11/1/16,242.081,1149,2.37,4195.73,99.7925
12/1/16,242.784,1268,2.45,4278.66,101.0502
1/1/17,244.028,1236,2.45,4359.81,100.3345
2/1/17,244.102,1288,2.36,4532.93,99.7958
3/1/17,243.717,1189,2.4,4538.21,100.1787
4/1/17,244.087,1154,2.29,4584.82,101.9936
5/1/17,243.911,1129,2.21,4649.34,102.0686
6/1/17,244.032,1217,2.31,4678.36,101.9017
7/1/17,244.236,1185,2.3,4774.56,101.57
8/1/17,245.262,1172,2.12,4789.18,101.5416
9/1/17,246.392,1159,2.33,4887.97,102.1503
10/1/17,246.583,1261,2.38,5002.03,103.2847
11/1/17,247.411,1299,2.42,5155.44,102.8215
12/1/17,247.91,1209,2.4,5212.76,103.1181
